CD,PER,MPIO,N_ENT,AGEB,UPM,AREA,FOL,ENT,CON,N_PRO_VIV,V_SEL,N_HOG,H_MUD,R_PRE,FCH_PRE,R_DEF,FCH_DEF,E_OBS,CTA_ENT,CTA_SUP,P1,P2,P3,P4,R_INF,R_ELE,TEL,R_HAB,R_NUE,R_AUS,DIASEM,HORA,R_PRE_MOD,FCH_PRE_MO,R_DEF_MOD,FCH_DEF_MO,TIPO,FACTOR
24,1024,006,1,709-2,2503176,24,12A232,25,40298,0036,4,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,12161
24,1024,006,1,709-2,2503176,24,12A232,25,40298,0008,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,05/11/2024,00,05/11/2024,1,12161
24,1024,006,1,367-2,2503354,24,12A232,25,40303,0118,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8150
24,1024,006,1,367-2,2503354,24,12A232,25,40303,0018,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,10,1, , ,01,09,-,10,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8150
24,1024,006,1,367-2,2503354,24,12A232,25,40303,0065,2,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8150
24,1024,006,1,367-2,2503354,24,12A232,25,40303,0027,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,05,1, , ,02,04,-,05,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8150
24,1024,006,1,362-A,2503524,24,12A232,25,40307,0027,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,05,1, , ,03,03,-,05,00,00,-, ,00,11/11/2024,00,11/11/2024,1,9470
24,1024,006,1,362-A,2503524,24,12A232,25,40307,0096,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,9470
24,1024,006,1,362-A,2503524,24,12A232,25,40307,0114,2,1,0,00,13/11/2024,00,13/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,13/11/2024,00,13/11/2024,1,9470
24,1024,006,1,362-A,2503524,24,12A232,25,40307,0068,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,9470
24,1024,006,1,402-6,2503032,24,13A232,25,40316,0097,3,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,03,01,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,10754
24,1024,006,1,402-6,2503032,24,13A232,25,40316,0128,4,1,0,02,14/11/2024,02,14/11/2024,2,-,-, , , , , , ,-, , , ,-, ,02,14/11/2024,02,14/11/2024,1,0
24,1024,006,1,402-6,2503032,24,13A232,25,40316,0063,2,1,0,00,09/11/2024,00,09/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,09/11/2024,00,09/11/2024,1,10754
24,1024,006,1,402-6,2503032,24,13A232,25,40316,0030,1,1,0,00,09/11/2024,00,09/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,09/11/2024,00,09/11/2024,1,10754
24,1024,006,1,184-A,2503048,24,13A232,25,40329,0082,1,1,0,01,14/11/2024,01,14/11/2024,2,-,-, , , , , , ,-, , , ,-, ,01,14/11/2024,01,14/11/2024,1,0
24,1024,006,1,184-A,2503048,24,13A232,25,40329,0030,4,1,0,00,09/11/2024,00,09/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,09/11/2024,00,09/11/2024,1,11331
24,1024,006,1,184-A,2503048,24,13A232,25,40329,0130,3,1,0,00,12/11/2024,00,12/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,12/11/2024,00,12/11/2024,1,11331
24,1024,006,1,184-A,2503048,24,13A232,25,40329,0069,2,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,11331
24,1024,006,1,649-9,2503252,24,13A232,25,40333,0080,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8082
24,1024,006,1,649-9,2503252,24,13A232,25,40333,0013,1,1,0,00,13/11/2024,00,13/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,13/11/2024,00,13/11/2024,1,8082
24,1024,006,1,649-9,2503252,24,13A232,25,40333,0100,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,03,03,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8082
24,1024,006,1,649-9,2503252,24,13A232,25,40333,0047,4,1,0,00,09/11/2024,00,09/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,09/11/2024,00,09/11/2024,1,8082
24,1024,006,1,684-0,2503723,24,13A232,25,40337,0041,2,1,0,00,06/11/2024,00,06/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,06/11/2024,00,06/11/2024,1,10363
24,1024,006,1,684-0,2503723,24,13A232,25,40337,0002,1,1,0,02,13/11/2024,02,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,02,13/11/2024,02,16/11/2024,1,0
24,1024,006,1,684-0,2503723,24,13A232,25,40337,0087,4,1,0,02,13/11/2024,02,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,02,13/11/2024,02,16/11/2024,1,0
24,1024,006,1,684-0,2503723,24,13A232,25,40337,0106,3,1,0,02,13/11/2024,02,16/11/2024,2,-,-, , , , , , ,-, , , ,-, ,02,13/11/2024,02,16/11/2024,1,0
25,1024,030,1,750-A,2603336,25,11A232,26,40261,0004,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8531
25,1024,030,1,750-A,2603336,25,11A232,26,40261,0030,4,1,0,00,28/10/2024,00,28/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,28/10/2024,00,28/10/2024,1,8531
25,1024,030,1,750-A,2603336,25,11A232,26,40261,0058,2,1,0,03,06/11/2024,03,06/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,06/11/2024,03,06/11/2024,1,0
25,1024,030,1,750-A,2603336,25,11A232,26,40261,0090,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8531
25,1024,030,1,331-4,2603528,25,11A232,26,40264,0051,1,1,0,00,02/11/2024,00,02/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,14,02/11/2024,14,02/11/2024,1,0
25,1024,030,1,331-4,2603528,25,11A232,26,40264,0117,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7694
25,1024,030,1,331-4,2603528,25,11A232,26,40264,0071,2,1,0,00,04/11/2024,00,04/11/2024,2,-,-,06,1, , ,02,01,-,06,00,00,-, ,00,04/11/2024,00,04/11/2024,1,7694
25,1024,030,1,331-4,2603528,25,11A232,26,40264,0008,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,01/11/2024,00,01/11/2024,1,7694
25,1024,030,1,723-2,2604831,25,11A232,26,40274,0139,4,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,03,01,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8907
25,1024,030,1,723-2,2604831,25,11A232,26,40274,0055,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8907
25,1024,030,1,723-2,2604831,25,11A232,26,40274,0101,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,05,1, , ,03,01,-,05,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8907
25,1024,030,1,723-2,2604831,25,11A232,26,40274,0018,2,1,0,00,29/10/2024,00,29/10/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,29/10/2024,00,29/10/2024,1,8907
25,1024,030,1,339-0,2602771,25,12A232,26,40277,0077,2,1,0,00,06/11/2024,00,06/11/2024,2,-,-,04,1, , ,01,02,-,04,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8227
25,1024,030,1,339-0,2602771,25,12A232,26,40277,0107,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8227
25,1024,030,1,339-0,2602771,25,12A232,26,40277,0045,4,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8227
25,1024,030,1,339-0,2602771,25,12A232,26,40277,0034,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,04/11/2024,00,04/11/2024,1,8227
25,1024,030,1,685-5,2602827,25,12A232,26,40278,0038,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,06,1, , ,02,03,-,06,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8587
25,1024,030,1,685-5,2602827,25,12A232,26,40278,0050,2,1,0,00,09/11/2024,00,09/11/2024,2,-,-,04,1, , ,02,03,-,04,00,00,-, ,00,09/11/2024,00,09/11/2024,1,8587
25,1024,030,1,685-5,2602827,25,12A232,26,40278,0085,3,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8587
25,1024,030,1,685-5,2602827,25,12A232,26,40278,0114,4,1,0,00,11/11/2024,00,11/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8587
25,1024,030,1,529-3,2603978,25,12A232,26,40290,0053,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,05,1, , ,02,02,-,05,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8145
25,1024,030,1,529-3,2603978,25,12A232,26,40290,0083,3,1,0,00,28/10/2024,00,28/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,28/10/2024,00,28/10/2024,1,8145
25,1024,030,1,529-3,2603978,25,12A232,26,40290,0098,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8145
25,1024,030,1,529-3,2603978,25,12A232,26,40290,0018,1,1,0,00,28/10/2024,00,28/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,28/10/2024,00,28/10/2024,1,8145
25,1024,030,1,499-0,2604180,25,12A232,26,40296,0067,4,1,0,07,04/11/2024,07,04/11/2024,2,-,-, , , , , , ,-, , , ,-, ,07,04/11/2024,07,04/11/2024,1,0
25,1024,030,1,499-0,2604180,25,12A232,26,40296,0032,3,1,0,00,05/11/2024,00,05/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8633
25,1024,030,1,499-0,2604180,25,12A232,26,40296,0143,2,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8633
25,1024,030,1,499-0,2604180,25,12A232,26,40296,0105,1,1,0,00,05/11/2024,00,05/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8633
25,1024,030,1,325-9,2604619,25,12A232,26,40303,0069,3,1,0,00,02/11/2024,00,02/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,02/11/2024,00,02/11/2024,1,8158
25,1024,030,1,325-9,2604619,25,12A232,26,40303,0101,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8158
25,1024,030,1,325-9,2604619,25,12A232,26,40303,0036,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,05,1, , ,01,01,-,05,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8158
25,1024,030,1,325-9,2604619,25,12A232,26,40303,0006,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8158
25,1024,030,1,599-9,2603643,25,13A232,26,40320,0090,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9974
25,1024,030,1,599-9,2603643,25,13A232,26,40320,0013,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9974
25,1024,030,1,599-9,2603643,25,13A232,26,40320,0049,4,1,0,00,02/11/2024,00,02/11/2024,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,02/11/2024,00,02/11/2024,1,9974
25,1024,030,1,599-9,2603643,25,13A232,26,40320,0071,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,03,02,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,9974
25,1024,030,1,247-7,2603298,25,13A232,26,40326,0019,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10646
25,1024,030,1,247-7,2603298,25,13A232,26,40326,0093,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,14,11/11/2024,14,11/11/2024,1,0
25,1024,030,1,247-7,2603298,25,13A232,26,40326,0081,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,05,1, , ,05,05,-,05,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10646
25,1024,030,1,247-7,2603298,25,13A232,26,40326,0058,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,10646
25,1024,030,1,193-9,2604364,25,13A232,26,40329,0030,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9455
25,1024,030,1,193-9,2604364,25,13A232,26,40329,0071,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9455
25,1024,030,1,193-9,2604364,25,13A232,26,40329,0013,1,1,0,00,01/11/2024,00,01/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9455
25,1024,030,1,193-9,2604364,25,13A232,26,40329,0040,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,05,1, , ,03,01,-,05,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9455
25,1024,030,1,486-3,2604638,25,13A232,26,40333,0025,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,06,1, , ,05,05,-,06,00,00,-, ,00,31/10/2024,00,31/10/2024,1,10060
25,1024,030,1,486-3,2604638,25,13A232,26,40333,0113,4,1,0,04,30/10/2024,04,30/10/2024,2,-,-, , , , , , ,-, , , ,-, ,04,30/10/2024,04,30/10/2024,1,0
25,1024,030,1,486-3,2604638,25,13A232,26,40333,0052,2,1,0,00,07/11/2024,00,07/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,07/11/2024,00,07/11/2024,1,10060
25,1024,030,1,486-3,2604638,25,13A232,26,40333,0082,3,1,0,00,07/11/2024,00,07/11/2024,2,-,-,06,1, , ,01,02,-,06,00,00,-, ,00,07/11/2024,00,07/11/2024,1,10060
18,1024,004,1,152-4,2701665,18,11A232,27,40265,0144,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10465
18,1024,004,1,152-4,2701665,18,11A232,27,40265,0122,3,1,0,00,05/11/2024,00,05/11/2024,2,-,-,05,1, , ,03,01,-,05,00,00,-, ,00,05/11/2024,00,05/11/2024,1,10465
18,1024,004,1,152-4,2701665,18,11A232,27,40265,0036,4,1,0,00,30/10/2024,00,30/10/2024,2,-,-,06,1, , ,02,02,-,06,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10465
18,1024,004,1,152-4,2701665,18,11A232,27,40265,0080,2,1,0,00,06/11/2024,00,06/11/2024,1,-,-,03,2,03,01,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,10465
18,1024,004,1,134-6,2701908,18,11A232,27,40271,0025,1,1,0,00,29/10/2024,00,29/10/2024,1,-,-,05,2,02,02,01,01,-,02,00,00,-, ,00,29/10/2024,00,29/10/2024,1,10442
18,1024,004,1,134-6,2701908,18,11A232,27,40271,0126,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,07,1, , ,01,02,-,07,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10442
18,1024,004,1,134-6,2701908,18,11A232,27,40271,0154,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,10442
18,1024,004,1,134-6,2701908,18,11A232,27,40271,0084,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,10442
18,1024,004,1,125-7,2702244,18,11A232,27,40278,0059,2,1,0,00,13/11/2024,00,13/11/2024,2,-,-,03,1, , ,01,02,-,03,00,00,-, ,00,13/11/2024,00,13/11/2024,1,8359
18,1024,004,1,125-7,2702244,18,11A232,27,40278,0007,1,1,0,00,06/11/2024,00,06/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8359
18,1024,004,1,125-7,2702244,18,11A232,27,40278,0158,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,8359
18,1024,004,1,125-7,2702244,18,11A232,27,40278,0111,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8359
18,1024,013,1,023-9,2704299,18,11A232,27,40288,0012,2,1,0,00,31/10/2024,00,31/10/2024,2,-,-,07,1, , ,01,01,-,07,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9173
18,1024,013,1,023-9,2704299,18,11A232,27,40288,0124,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,31/10/2024,00,31/10/2024,1,9173
18,1024,013,1,023-9,2704299,18,11A232,27,40288,0063,1,1,0,00,04/11/2024,00,04/11/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9173
18,1024,013,1,023-9,2704299,18,11A232,27,40288,0049,3,1,0,00,04/11/2024,00,04/11/2024,2,-,-,05,1, , ,02,01,-,05,00,00,-, ,00,04/11/2024,00,04/11/2024,1,9173
18,1024,013,1,010-1,2704312,18,11A232,27,40293,0140,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8576
18,1024,013,1,010-1,2704312,18,11A232,27,40293,0097,3,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8576
18,1024,013,1,010-1,2704312,18,11A232,27,40293,0020,1,1,0,00,12/11/2024,00,12/11/2024,2,-,-,04,1, , ,02,04,-,04,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8576
18,1024,013,1,010-1,2704312,18,11A232,27,40293,0057,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8576
18,1024,004,1,192-9,2701892,18,11A232,27,40300,0184,4,1,0,00,29/10/2024,00,29/10/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,9463
18,1024,004,1,192-9,2701892,18,11A232,27,40300,0085,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,29/10/2024,00,29/10/2024,1,9463
18,1024,004,1,192-9,2701892,18,11A232,27,40300,0122,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,9463
18,1024,004,1,192-9,2701892,18,11A232,27,40300,0031,2,1,0,00,29/10/2024,00,29/10/2024,1,-,-,02,2,02,01,01,01,-,01,00,00,-, ,00,29/10/2024,00,29/10/2024,1,9463
18,1024,004,1,219-A,2701259,18,12A232,27,40301,0094,4,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8574
18,1024,004,1,219-A,2701259,18,12A232,27,40301,0056,3,1,0,00,11/11/2024,00,11/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,11/11/2024,00,11/11/2024,1,8574
18,1024,004,1,219-A,2701259,18,12A232,27,40301,0119,1,1,0,00,15/11/2024,00,15/11/2024,2,-,-,03,1, , ,02,02,-,03,00,00,-, ,00,15/11/2024,00,15/11/2024,1,8574
18,1024,004,1,219-A,2701259,18,12A232,27,40301,0017,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,02,02,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,8574
18,1024,004,1,119-1,2701656,18,12A232,27,40304,0112,4,1,0,06,30/10/2024,06,30/10/2024,2,-,-, , , , , , ,-, , , ,-, ,06,30/10/2024,06,30/10/2024,1,0
18,1024,004,1,119-1,2701656,18,12A232,27,40304,0039,1,1,0,00,31/10/2024,00,31/10/2024,2,-,-,03,1, , ,01,03,-,03,00,00,-, ,00,31/10/2024,00,31/10/2024,1,8625
18,1024,004,1,119-1,2701656,18,12A232,27,40304,0026,2,1,0,00,05/11/2024,00,05/11/2024,2,-,-,02,1, , ,01,02,-,02,00,00,-, ,00,05/11/2024,00,05/11/2024,1,8625
18,1024,004,1,119-1,2701656,18,12A232,27,40304,0077,3,1,0,00,30/10/2024,00,30/10/2024,2,-,-,02,1, , ,02,01,-,02,00,00,-, ,00,30/10/2024,00,30/10/2024,1,8625
18,1024,004,1,091-6,2701301,18,13A232,27,40323,0047,1,1,0,06,06/11/2024,06,06/11/2024,2,-,-, , , , , , ,-, , , ,-, ,06,06/11/2024,06,06/11/2024,1,0
18,1024,004,1,091-6,2701301,18,13A232,27,40323,0144,3,1,0,00,01/11/2024,00,01/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,01/11/2024,00,01/11/2024,1,9810
18,1024,004,1,091-6,2701301,18,13A232,27,40323,0192,4,1,0,00,07/11/2024,00,07/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,07/11/2024,00,07/11/2024,1,9810
18,1024,004,1,091-6,2701301,18,13A232,27,40323,0096,2,1,0,00,05/11/2024,00,05/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,05/11/2024,00,05/11/2024,1,9810
18,1024,004,1,122-3,2701567,18,13A232,27,40327,0025,4,1,0,00,08/11/2024,00,08/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,08/11/2024,00,08/11/2024,1,8040
18,1024,004,1,122-3,2701567,18,13A232,27,40327,0070,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,8040
18,1024,004,1,122-3,2701567,18,13A232,27,40327,0112,2,1,0,03,14/11/2024,03,14/11/2024,2,-,-, , , , , , ,-, , , ,-, ,03,14/11/2024,03,14/11/2024,1,0
18,1024,004,1,122-3,2701567,18,13A232,27,40327,0154,3,1,0,00,12/11/2024,00,12/11/2024,2,-,-,03,1, , ,01,01,-,03,00,00,-, ,00,12/11/2024,00,12/11/2024,1,8040
10,1024,009,1,042-3,2801081,10,11A232,28,40240,0055,2,1,0,00,01/11/2024,00,01/11/2024,2,-,-,08,1, , ,01,02,-,08,00,00,-, ,00,01/11/2024,00,01/11/2024,1,5260
10,1024,009,1,042-3,2801081,10,11A232,28,40240,0111,4,1,0,00,06/11/2024,00,06/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,06/11/2024,00,06/11/2024,1,5260
10,1024,009,1,042-3,2801081,10,11A232,28,40240,0065,3,1,0,00,12/11/2024,00,12/11/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,12/11/2024,00,12/11/2024,1,5260
10,1024,009,1,042-3,2801081,10,11A232,28,40240,0023,1,1,0,00,06/11/2024,00,06/11/2024,2,-,-,04,1, , ,03,01,-,04,00,00,-, ,00,06/11/2024,00,06/11/2024,1,5260
10,1024,003,1,087-7,2800431,10,11A232,28,40246,0090,2,1,0,00,30/10/2024,00,30/10/2024,2,-,-,03,1, , ,03,02,-,03,00,00,-, ,00,30/10/2024,00,30/10/2024,1,7977
10,1024,003,1,087-7,2800431,10,11A232,28,40246,0070,3,1,0,00,29/10/2024,00,29/10/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,29/10/2024,00,29/10/2024,1,7977
10,1024,003,1,087-7,2800431,10,11A232,28,40246,0005,1,1,0,00,30/10/2024,00,30/10/2024,2,-,-,04,1, , ,02,01,-,04,00,00,-, ,00,30/10/2024,00,30/10/2024,1,7977
10,1024,003,1,087-7,2800431,10,11A232,28,40246,0045,4,1,0,00,31/10/2024,00,31/10/2024,2,-,-,04,1, , ,01,01,-,04,00,00,-, ,00,31/10/2024,00,31/10/2024,1,7977
10,1024,003,1,240-7,2800602,10,11A232,28,40250,0054,2,1,0,07,15/11/2024,07,15/11/2024,2,-,-, , , , , , ,-, , , ,-, ,07,15/11/2024,07,15/11/2024,1,0
10,1024,003,1,240-7,2800602,10,11A232,28,40250,0120,4,1,0,00,07/11/2024,00,07/11/2024,2,-,-,02,1, , ,01,01,-,02,00,00,-, ,00,07/11/2024,00,07/11/2024,1,9296
10,1024,003,1,240-7,2800602,10,11A232,28,40250,0019,1,1,0,00,07/11/2024,00,07/11/2024,2,-,-,03,1, , ,02,01,-,03,00,00,-, ,00,07/11/2024,00,07/11/2024,1,9296
10,1024,003,1,240-7,2800602,10,11A232,28,40250,0084,3,1,0,00,02/11/2024,00,02/11/2024,2,-,-,04,1, , ,02,02,-,04,00,00,-, ,00,02/11/2024,00,02/11/2024,1,9296
10,1024,038,1,139-1,2807625,10,11A232,28,40262,0019,1,1,0,00,10/11/2024,00,10/11/2024,2,-,-,01, , , ,01,01,-,01,00,00,-, ,00,10/11/2024,00,10/11/2024,1,8487
10,1024,038,1,139-1,2807625,10,11A232,28,40262,0076,2,1,0,09,14/11/2024,09,14/11/2024,2,-,-, , , , , , ,-, , , ,-, ,09,14/11/2024,09,14/11/2024,1,0
10,1024,038,1,139-1,2807625,10,11A232,28,40262,0112,3,1,0,00,07/11/2024,00,07/11/2024,2,-,-,06,1, , ,01,03,-,06,00,00,-, ,00,07/11/2024,00,07/11/2024,1,8487
